Product Name,Product Price,Old Price,Product Cat,Time Added,Source,Product URL,Brand
Relaxed Fit Slip Ins: Arch Fit Crosser-Emeric Mens Shoes (Taupe/Brown),£51.90,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-relaxed-fit-slip-ins-arch-fit-crosseremeric-mens-shoes-taupebrown-4D643,Skechers
On-The-Go Encore Snow-Capped Womens Boots (Dark Taupe),£50.95,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-onthego-encore-snowcapped-womens-boots-dark-taupe-4E07A,Skechers
Arya Womens Sandals (Black),£32.95,£44.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-arya-womens-sandals-black-4E51A,Skechers
D'Lites - Biggest Fan Womens Shoes (Black),£46.95,£69.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-dlites-biggest-fan-womens-shoes-black-4E94C,Skechers
Skech-Air Court Homegrown Mens Shoes-(Navy-Black),£55.82,£82.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-skechair-court-homegrown-mens-shoesnavyblack-3BDC0,Skechers
Slip Ins: Skech-Lite Pro 2.0 - Aldor Mens Shoes (Navy),£52.95,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-skechlite-pro-20-aldor-mens-shoes-navy-4EB59,Skechers
Edgeridge-Cool Fusion Womens Shoes (Taupe),£50.95,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-edgeridgecool-fusion-womens-shoes-taupe-4EB67,Skechers
Relaxed Fit: Arch Fit D'Lux Mens Shoes (Navy),£59.95,£87.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-relaxed-fit-arch-fit-dlux-mens-shoes-navy-3B561,Skechers
Relaxed Fit: D'Lux Vapor-Evening Glow Womens Shoes (Natural/ Gold),£57.59,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-relaxed-fit-dlux-vaporevening-glow-womens-shoes-natural-gold-4D5E0,Skechers
Slip Ins: Go Run Elevate 2.0-Banyan Womens Shoes (White/Pink),£57.59,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-go-run-elevate-20banyan-womens-shoes-whitepink-4D60C,Skechers
Slip Ins: Go Run Consistent Mens Shoes-Empowered (Black/White),£49.95,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-go-run-consistent-mens-shoesempowered-blackwhite-4D64C,Skechers
Go Run Consistent 2.0 - Worldview Mens Shoes (Charcoal/Black),£52.95,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-go-run-consistent-20-worldview-mens-shoes-charcoalblack-4E09C,Skechers
Hotshot- Kick Off Womens Shoes (White/Natural),£39.95,£54.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-hotshot-kick-off-womens-shoes-whitenatural-4EB63,Skechers
Escape Plan Waterproof Womens Boots (Off White),£67.29,£120.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-escape-plan-waterproof-womens-boots-off-white-3BF08,Skechers
Slip Ins: Ultra Flex 3.0 Womens Shoes-Smooth Step (Mauve),£56.95,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-ultra-flex-30-womens-shoessmooth-step-mauve-427E5,Skechers
